,claim_id,customer_id,incident_cause,claim_date,claim_area,police_report,claim_type,claim_amount,total_policy_claims,fraudulent
625,7384147,14477985,Natural causes,05/02/2017,Auto,Unknown,Injury only,$13100,5.0,No
626,36174594,66521317,Natural causes,03/16/2017,Auto,No,Material only,,1.0,No
627,91772998,9081086,Driver error,04/24/2018,Auto,Yes,Injury only,$34470,1.0,No
628,8216191,47237571,Other causes,08/16/2018,Home,No,Material and injury,$40930,1.0,No
629,63017412,30308357,Driver error,04/04/2018,Auto,No,Material only,$1950,6.0,No
630,91609100,47830476,Natural causes,04/12/2017,Auto,Unknown,Material only,$1440,1.0,No
631,39219616,19269962,Other causes,09/26/2018,Auto,No,Material only,$2240,2.0,No
632,91475471,21831191,Driver error,02/09/2018,Auto,Unknown,Material and injury,$36810,1.0,No
633,67389802,91010040,Crime,08/16/2018,Auto,No,Material only,$2460,1.0,No
634,17961815,69050904,Natural causes,07/14/2018,Auto,No,Material only,$1060,1.0,No
635,16637107,69128619,Natural causes,08/23/2018,Home,No,Material and injury,$19040,4.0,No
636,18226024,76933532,Other causes,01/26/2018,Auto,No,Material only,$2150,3.0,No
637,83706832,25174766,Other driver error,02/23/2017,Auto,No,Material only,$1060,1.0,No
638,38488079,38923726,Other causes,07/27/2018,Auto,No,Injury only,$26850,1.0,No
639,30691877,53225913,Crime,10/31/2017,Auto,No,Material only,$3381,2.0,Yes
640,52826622,83086717,Driver error,02/17/2017,Auto,No,Material and injury,$23940,1.0,No
641,22476903,40460125,Other causes,02/03/2017,Auto,No,Material only,$1564,1.0,Yes
642,86506515,88200222,Crime,03/28/2018,Auto,Unknown,Material only,$1780,1.0,No
643,69620654,88878373,Other causes,01/21/2017,Auto,Unknown,Material only,$3001.5,2.0,Yes
644,3487779,97545319,Crime,06/30/2018,Auto,No,Injury only,$33520,1.0,No
645,75470279,64610611,Driver error,01/26/2018,Auto,Yes,Injury only,$35910,3.0,No
646,48386154,24310699,Natural causes,01/26/2018,Auto,Unknown,Material only,$1210,1.0,No
647,52262269,42569977,Other driver error,04/18/2017,Auto,Yes,Material and injury,$36170,1.0,No
648,79783763,34803042,Driver error,03/21/2018,Auto,No,Material only,$1265,1.0,Yes
649,89665136,25512276,Driver error,11/13/2017,Auto,No,Material and injury,$16380,1.0,No
650,40283824,9205013,Driver error,06/17/2018,Auto,Yes,Material and injury,$23430,1.0,No
651,74043997,29517588,Natural causes,08/03/2018,Auto,No,Material only,$2553,4.0,Yes
652,45864947,71462870,Crime,11/13/2017,Auto,No,Material only,$1870,3.0,No
653,54333326,53886536,Driver error,07/28/2017,Auto,No,Material only,$2270,1.0,No
654,93183406,89279737,Driver error,10/31/2017,Auto,No,Material and injury,$21920,1.0,No
655,8199355,5027573,Natural causes,02/10/2017,Auto,No,Material only,$1490,1.0,No
656,10852541,69204774,Other causes,05/01/2018,Auto,No,Material only,$2265.5,1.0,Yes
657,21734808,9466593,Driver error,08/11/2017,Auto,No,Material only,$1472,1.0,Yes
658,10245277,30679789,Crime,06/10/2018,Auto,Unknown,Injury only,$36010,2.0,No
659,63191767,15000907,Driver error,07/08/2017,Auto,No,Material only,$2340,3.0,No
660,52752958,96795364,Other causes,11/13/2017,Auto,Unknown,Material only,$2250,1.0,No
661,31711102,33152432,Other driver error,03/01/2018,Auto,No,Material only,$1500,1.0,No
662,64659108,42867092,Other causes,05/28/2018,Auto,No,Injury only,,1.0,Yes
663,72987943,47145694,Other driver error,08/31/2017,Auto,No,Material only,$1590,1.0,No
664,79708200,72833735,Crime,04/24/2018,Auto,Unknown,Material only,$2495.5,1.0,Yes
665,97455990,3771583,Other causes,01/27/2017,Auto,No,Material only,$1242,1.0,Yes
666,51408016,8609975,Natural causes,02/10/2017,Auto,No,Material only,$2890,1.0,No
667,44394229,29235935,Driver error,08/24/2017,Auto,Yes,Injury only,$30500,1.0,No
668,90369587,35459428,Driver error,03/09/2017,Auto,No,Injury only,$32040,6.0,No
669,31487982,2917414,Other causes,03/16/2017,Auto,No,Material and injury,$17070,1.0,No
670,15510973,55982230,Other driver error,01/06/2018,Auto,Unknown,Material and injury,$29428.5,1.0,Yes
671,40870759,69872861,Other causes,03/02/2017,Home,No,Material only,$2900,3.0,No
672,81034752,44866465,Other causes,11/13/2017,Auto,Yes,Injury only,$31240,1.0,No
673,77521871,39554038,Driver error,07/14/2018,Auto,No,Material only,$2047,1.0,Yes
674,23669610,14712345,Natural causes,01/20/2018,Auto,Unknown,Material only,$1630,1.0,No
675,61635645,41660480,Driver error,06/23/2018,Home,No,Material only,,1.0,No
676,95115614,53981675,Driver error,03/21/2018,Auto,No,Material and injury,$21940,1.0,No
677,45780237,287476,Natural causes,10/17/2017,Auto,Unknown,Material only,$1621.5,2.0,Yes
678,46992958,58378868,Driver error,04/10/2018,Auto,No,Material only,$1240,2.0,No
679,37713174,62960540,Other causes,06/03/2018,Auto,No,Injury only,$34390,4.0,No
680,13952270,36780334,Natural causes,02/22/2018,Auto,No,Material only,$2340,1.0,No
681,45544311,17814402,Driver error,02/03/2017,Auto,No,Material and injury,$35480,1.0,No
682,4342527,4420512,Natural causes,01/07/2017,Auto,No,Material only,$1860,1.0,No
683,16347699,51485708,Crime,09/19/2018,Auto,No,Material only,$2010,1.0,No
684,88554126,71496799,Natural causes,06/04/2017,Auto,No,Material only,$2520,1.0,No
685,74280541,85983291,Other causes,05/07/2018,Auto,No,Material only,$1518,3.0,Yes
686,8623615,29500814,Crime,03/09/2017,Auto,No,Material only,$2150.5,5.0,Yes
687,41352743,74351384,Driver error,07/20/2018,Auto,No,Material only,,1.0,No
688,78204177,72363224,Natural causes,01/13/2018,Auto,No,Material only,$1500,1.0,No
689,47463520,41106063,Driver error,10/03/2018,Home,No,Material only,$2830,1.0,No
690,38818122,57043846,Other causes,04/05/2017,Auto,Yes,Injury only,$34490,1.0,No
691,36164960,31740446,Natural causes,03/09/2017,Auto,No,Material only,$2553,1.0,Yes
692,3271117,17690710,Crime,07/28/2017,Auto,Yes,Injury only,$32180,1.0,No
693,73337887,50771198,Other causes,04/05/2017,Auto,Yes,Material only,$1020,1.0,No
694,73456426,23460895,Other causes,08/10/2018,Auto,No,Material and injury,$34994.5,1.0,Yes
695,50234626,33628817,Other causes,04/12/2017,Auto,Yes,Material only,$2800,1.0,No
696,85883298,32791401,Driver error,06/18/2017,Auto,No,Material only,$1630,1.0,No
697,32178193,86491727,Driver error,10/30/2018,Home,Unknown,Material only,$1860,1.0,No
698,4549014,99674324,Other causes,07/07/2018,Auto,No,Injury only,$21480,1.0,No
699,57099061,81371138,Other causes,07/28/2017,Auto,No,Material only,$3358,1.0,Yes
700,16326173,30199988,Other causes,07/28/2017,Auto,No,Material only,$1978,3.0,Yes
701,90831325,20299691,Natural causes,10/04/2017,Auto,No,Material only,$2093,5.0,Yes
702,80286970,40591588,Driver error,04/25/2017,Auto,Unknown,Material and injury,$39928,1.0,Yes
703,86285484,28871739,Other causes,10/09/2018,Auto,No,Material only,$1920.5,1.0,Yes
704,91324151,46995469,Driver error,08/24/2017,Auto,No,Material only,$2520,1.0,No
705,71690988,8774687,Other causes,01/20/2018,Auto,No,Material only,,1.0,No
706,6365892,42083451,Driver error,08/31/2017,Auto,No,Material only,$2400,1.0,No
707,36047575,50560987,Other causes,09/06/2018,Auto,Unknown,Material and injury,$21700,3.0,No
708,68716231,88881248,Driver error,04/24/2018,Auto,Yes,Material only,$1610,4.0,No
709,57073975,30060683,Other causes,01/21/2017,Auto,No,Material only,$2160,1.0,No
710,12839550,28999720,Crime,07/01/2017,Auto,Unknown,Material only,$2360,1.0,No
711,92426104,40971431,Other causes,01/14/2017,Auto,No,Material and injury,$46483,1.0,Yes
712,97877027,46866733,Other driver error,05/07/2018,Auto,Yes,Injury only,,3.0,No
713,24499029,6563653,Other causes,06/23/2018,Auto,Unknown,Material and injury,$21530,2.0,No
714,68477126,9959859,Crime,04/12/2017,Auto,No,Material only,$3105,3.0,Yes
715,75728799,71404791,Other driver error,09/20/2017,Auto,No,Material only,$1368.5,3.0,Yes
716,90380974,73491590,Other causes,10/17/2017,Home,Unknown,Material only,$2270,4.0,No
717,70157196,11429044,Other driver error,09/07/2017,Auto,Yes,Material and injury,$33730,1.0,No
718,3109692,45634936,Other driver error,07/07/2018,Auto,No,Material only,$1890,1.0,No
719,45237349,71108576,Driver error,01/26/2018,Auto,No,Material and injury,$39997,1.0,Yes
720,54356654,9017128,Other causes,03/16/2017,Auto,Unknown,Material and injury,$19530,1.0,No
721,17339152,72587271,Other causes,10/17/2017,Auto,Unknown,Injury only,$18140,2.0,No
722,77576085,12673582,Other causes,10/31/2017,Auto,Unknown,Injury only,$33400,1.0,No
723,51004421,44821508,Crime,01/06/2018,Home,No,Material only,$2740,2.0,No
724,77750303,85683729,Other causes,03/14/2018,Auto,No,Material only,,1.0,No
725,94869704,90115894,Natural causes,10/04/2017,Auto,Yes,Material only,$2240,1.0,No
726,51895230,45566276,Natural causes,10/31/2017,Auto,No,Material only,$3231.5,4.0,Yes
727,88838829,12827745,Natural causes,10/31/2017,Auto,Unknown,Injury only,$19470,1.0,No
728,26678377,28590552,Other causes,10/23/2018,Auto,Unknown,Material and injury,$25160,1.0,No
729,74826240,15965441,Driver error,01/06/2018,Auto,No,Material only,$2120,1.0,No
730,71212663,12779308,Other causes,04/04/2018,Auto,No,Material only,$1560,1.0,No
731,43635378,53719176,Other driver error,05/14/2018,Auto,Unknown,Injury only,,6.0,Yes
732,75624437,51842360,Other causes,01/27/2017,Home,No,Material only,$1130,,No
733,20605494,56398264,Natural causes,01/06/2018,Auto,Unknown,Material only,$2090,2.0,No
734,34947297,73898057,Other causes,03/21/2018,Auto,Unknown,Material only,$1610,4.0,Yes
735,92782157,2476913,Driver error,09/07/2017,Auto,No,Injury only,$22130,1.0,No
736,94080912,66267050,Other causes,12/30/2017,Auto,No,Material only,$2250,1.0,No
737,78194735,46551094,Other driver error,07/20/2018,Auto,Yes,Material and injury,$33640,1.0,No
738,80180191,5061178,Other driver error,07/08/2017,Auto,No,Material and injury,$19100,1.0,No
739,58878919,29323970,Driver error,01/01/2017,Auto,Unknown,Material only,$1840,1.0,Yes
740,6342208,67243622,Other driver error,01/20/2018,Auto,Unknown,Material only,,1.0,No
741,39476021,62861487,Other causes,10/23/2018,Auto,Yes,Injury only,$19340,1.0,No
742,24782645,98083433,Driver error,05/02/2017,Auto,No,Material only,$1120,3.0,No
743,30927069,15681024,Natural causes,03/22/2017,Auto,No,Material and injury,$14220,1.0,No
744,65211497,92644503,Other driver error,11/20/2017,Auto,Yes,Injury only,$18650,1.0,No
745,98646052,65916260,Other driver error,07/07/2018,Auto,No,Material only,$3415.5,1.0,Yes
746,43489145,34953203,Other driver error,02/23/2017,Auto,Yes,Injury only,$19400,1.0,No
747,47262068,99961993,Driver error,10/23/2018,Home,No,Material only,$2310,1.0,No
748,16286241,42098367,Other causes,10/09/2018,Auto,Unknown,Material and injury,$24621.5,1.0,Yes
749,51587897,9130038,Natural causes,08/31/2017,Auto,No,Material only,$3128,1.0,Yes
750,2228834,80562391,Crime,03/29/2017,Auto,Unknown,Material only,$3369.5,1.0,Yes
751,25213498,28932340,Driver error,10/30/2018,Auto,Unknown,Material only,,1.0,No
752,86303772,79212942,Other driver error,06/23/2018,Auto,Unknown,Material and injury,,1.0,No
753,63268924,5864769,Crime,12/30/2017,Auto,Yes,Injury only,$34460,1.0,No
754,30225071,3955265,Other causes,02/17/2017,Auto,Unknown,Material and injury,$37740,1.0,No
755,18824405,42882285,Natural causes,01/21/2017,Auto,No,Material only,$2357.5,1.0,Yes
756,38416376,96134505,Other driver error,05/22/2017,Auto,No,Injury only,$33522.5,1.0,Yes
757,46163490,8375366,Crime,12/03/2017,Auto,Unknown,Material only,$2110,1.0,No
758,23027360,82000019,Driver error,03/08/2018,Auto,No,Injury only,$33752.5,1.0,Yes
759,90155895,30394029,Other driver error,07/20/2018,Auto,No,Material only,$1070,3.0,No
760,95712960,51525336,Other causes,06/04/2017,Auto,Unknown,Injury only,$33465,1.0,Yes
761,10714529,54963034,Crime,08/03/2018,Auto,Yes,Injury only,$16480,3.0,No
762,20402925,90876878,Driver error,07/27/2018,Auto,Unknown,Injury only,$13820,1.0,No
763,19571605,16216085,Other causes,01/20/2018,Auto,No,Material only,$2880,1.0,No
764,67588341,11982382,Other driver error,09/19/2018,Auto,No,Material only,$1640,1.0,No
765,7014549,33290806,Driver error,01/14/2017,Auto,No,Material only,$2550,1.0,No
766,24046062,39628347,Other causes,12/10/2017,Auto,No,Material only,$2220,5.0,No
767,65853604,84277947,Natural causes,11/06/2017,Auto,No,Material only,$2370,1.0,No
768,30981307,95856464,Crime,05/29/2017,Auto,No,Material only,$1120,1.0,No
769,45469731,67335009,Other causes,04/18/2017,Auto,Yes,Material and injury,$20610,1.0,No
770,99553356,8765210,Other causes,07/08/2017,Auto,No,Material and injury,$34200,1.0,No
771,94540900,77765211,Driver error,05/01/2018,Home,No,Material only,$2580,1.0,No
772,91784105,39035416,Other causes,08/11/2017,Auto,Unknown,Material only,$2540,2.0,No
773,82709186,5264479,Other causes,07/28/2017,Auto,Unknown,Injury only,$24220,1.0,No
774,40794950,24769711,Driver error,02/10/2017,Auto,Yes,Material and injury,$20380,2.0,No
775,97253910,98142348,Other causes,07/22/2017,Auto,No,Material only,$2564.5,2.0,Yes
776,17672041,22328083,Other causes,05/02/2017,Auto,Yes,Material and injury,$30170,2.0,No
777,42920871,85984961,Natural causes,05/14/2018,Auto,Unknown,Material only,$3231.5,1.0,Yes
778,4401566,46937376,Natural causes,06/18/2017,Auto,No,Material only,$1980,1.0,No
779,89430255,54252815,Other causes,03/14/2018,Auto,Unknown,Injury only,$16680,1.0,No
780,64295252,17774827,Other causes,10/10/2017,Auto,No,Material only,$1370,1.0,No
781,60065436,80544918,Crime,08/11/2017,Auto,No,Material only,$1430,1.0,No
782,12799217,18818283,Natural causes,10/23/2018,Auto,No,Material only,,3.0,No
783,49968358,22370979,Other driver error,02/17/2017,Auto,Yes,Material and injury,$24050,2.0,No
784,78332196,88623068,Other causes,12/17/2017,Auto,Yes,Material and injury,$15040,1.0,No
785,56742072,89044601,Driver error,10/24/2017,Auto,No,Material and injury,$17951.5,1.0,Yes
786,98596005,73876237,Driver error,09/12/2018,Auto,No,Material only,$2130,1.0,No
787,39451038,47585713,Other causes,03/29/2017,Auto,Unknown,Injury only,$33140,1.0,No
788,19691755,16981057,Other causes,03/09/2017,Auto,Yes,Injury only,$30080,1.0,No
789,35445367,32301882,Crime,03/21/2018,Auto,No,Material only,$1310,1.0,No
790,66768314,16717085,Other causes,06/11/2017,Auto,No,Material only,$2740,2.0,No
791,68843304,75192560,Other driver error,06/23/2018,Auto,Yes,Injury only,$37520,1.0,No
792,28290047,24715429,Natural causes,03/28/2018,Auto,Yes,Material only,$2390,3.0,No
793,73088898,2121802,Other causes,02/17/2017,Auto,Yes,Material and injury,$32090,1.0,No
794,23145140,30966524,Natural causes,04/17/2018,Auto,No,Injury only,$16870,1.0,No
795,72238494,63238733,Other causes,09/07/2017,Auto,No,Injury only,,1.0,No
796,58812093,39608351,Natural causes,04/10/2018,Auto,Yes,Material only,$2750,1.0,No
797,20354423,16453494,Other driver error,04/17/2018,Auto,Unknown,Material only,$2480,1.0,No
798,85043191,92789350,Other driver error,02/02/2018,Auto,No,Material only,$1170,2.0,No
799,44561119,83706741,Crime,12/24/2017,Auto,Yes,Material only,$2633.5,1.0,Yes
800,58673943,92400577,Other causes,06/23/2018,Auto,No,Material only,,1.0,Yes
801,84632427,90646435,Other causes,09/19/2018,Auto,Unknown,Injury only,$25350,1.0,No
802,62312763,56229221,Natural causes,05/15/2017,Auto,No,Material only,$1520,1.0,No
803,52747205,63788489,Driver error,08/11/2017,Auto,No,Material only,$1880,1.0,No
804,7838178,49187749,Other causes,10/10/2017,Auto,No,Material and injury,$16680,1.0,No
805,10442615,58144290,Other causes,07/07/2018,Auto,No,Material only,$1250,1.0,No
806,38981782,21330507,Other causes,01/20/2018,Home,No,Material only,,1.0,No
807,97484739,21066098,Crime,01/27/2017,Auto,No,Material only,$2955.5,1.0,Yes
808,72837991,46673661,Other causes,10/03/2018,Home,No,Material only,$1320,2.0,No
809,88815908,48477164,Driver error,09/07/2017,Home,Unknown,Material and injury,$48150.5,4.0,Yes
810,68826444,42351519,Other causes,04/25/2017,Auto,No,Material only,$2800,2.0,No
811,18702553,25879245,Other causes,07/01/2017,Auto,No,Material only,$1300,1.0,No
812,83092374,86301193,Driver error,08/24/2017,Home,No,Material and injury,$25093,1.0,Yes
813,45401148,12996134,Natural causes,07/22/2017,Home,Unknown,Material only,$2680,1.0,No
814,80621398,44003496,Crime,08/30/2018,Auto,No,Material only,$1400,1.0,No
815,35373452,89737711,Other causes,03/28/2018,Auto,Unknown,Material only,$2800,1.0,No
816,74625948,32560779,Other causes,09/14/2017,Auto,No,Material only,,2.0,No
817,42553935,8039037,Other causes,06/04/2017,Auto,No,Material only,$1210,1.0,No
818,46925508,68723599,Other driver error,07/01/2017,Auto,No,Material only,$1380,1.0,Yes
819,42530425,46129941,Crime,10/17/2017,Auto,No,Material only,$3277.5,8.0,Yes
820,39745422,58098499,Other causes,11/27/2017,Auto,No,Injury only,$27580,1.0,No
821,32299664,12377926,Driver error,03/28/2018,Home,Yes,Injury only,$14480,1.0,No
822,27069739,20444103,Crime,08/16/2018,Auto,Unknown,Material only,$1330,5.0,No
823,89389379,89456307,Natural causes,10/04/2017,Auto,No,Material only,$2500,1.0,No
824,95618668,15166995,Other causes,01/13/2018,Auto,No,Material and injury,$20690,1.0,No
825,30888574,38384757,Other causes,07/07/2018,Auto,Unknown,Material only,$1880,2.0,No
826,98881244,74219574,Other driver error,03/02/2017,Auto,No,Material only,$2700,1.0,No
827,12086981,3967610,Other driver error,02/10/2017,Auto,Unknown,Material and injury,$26610,1.0,No
828,89833962,441097,Other causes,03/21/2018,Auto,Yes,Material and injury,$37040,1.0,No
829,74884043,86992868,Driver error,08/03/2018,Auto,No,Material only,$2500,2.0,No
830,60980916,78277006,Other causes,07/15/2017,Auto,Yes,Material and injury,$25750,1.0,No
831,85222695,83499843,Driver error,12/17/2017,Auto,No,Material and injury,$18135.5,1.0,Yes
832,73426298,71585789,Driver error,05/09/2017,Home,Unknown,Material and injury,$18963.5,1.0,Yes
833,42449662,6342530,Other driver error,10/23/2018,Home,No,Material only,$2940,1.0,No
834,87951152,72081129,Crime,10/23/2018,Auto,No,Material only,$1730,3.0,No
835,39338816,2413612,Other causes,11/20/2017,Home,No,Material only,,1.0,No
836,40953049,263204,Other causes,04/04/2018,Auto,No,Material and injury,$39192,1.0,Yes
837,70338835,8733543,Natural causes,03/16/2017,Auto,No,Material only,$2300,1.0,No
838,70820592,14792193,Other driver error,06/10/2018,Auto,Unknown,Material and injury,$36440,1.0,No
839,92734593,80581271,Driver error,05/02/2017,Auto,No,Material only,$1184.5,1.0,Yes
840,58440592,18426154,Other causes,01/07/2017,Auto,Yes,Material and injury,$21590,1.0,No
841,69374918,85689455,Other driver error,04/18/2017,Auto,No,Material only,$1600,1.0,No
842,52976799,64270813,Other driver error,08/24/2017,Auto,Unknown,Material only,$1748,1.0,Yes
843,49234916,51547112,Driver error,07/28/2017,Auto,No,Material only,$2460,3.0,No
844,14015336,48609526,Driver error,04/05/2017,Auto,No,Injury only,$29530,1.0,No
845,94060921,49759488,Driver error,02/09/2018,Auto,Unknown,Material only,$1667.5,1.0,Yes
846,27638017,56075921,Other driver error,02/22/2018,Auto,No,Material only,$1587,4.0,Yes
847,27133312,76916649,Other driver error,06/25/2017,Home,No,Material only,$2550,4.0,No
848,2893823,47565478,Natural causes,05/09/2017,Auto,No,Material only,$2702.5,1.0,Yes
849,94983900,18282409,Driver error,08/11/2017,Auto,No,Injury only,$31020,2.0,No
850,41574371,8715802,Natural causes,05/29/2017,Auto,Yes,Material only,$2010,1.0,No
851,33062200,42708350,Driver error,06/18/2017,Auto,No,Material only,$2150,1.0,No
852,58366436,39405635,Other causes,05/09/2017,Auto,Unknown,Material and injury,$45540,1.0,Yes
853,76730919,48038858,Other causes,03/02/2017,Auto,Unknown,Material only,$1759.5,2.0,Yes
854,33341864,15880215,Other driver error,05/29/2017,Auto,Yes,Injury only,$34200,1.0,No
855,60127984,13088377,Other causes,10/10/2017,Auto,Unknown,Material and injury,$22270,4.0,No
856,43930771,88870543,Other driver error,03/01/2018,Auto,Yes,Material only,$1300,3.0,No
857,61586929,9339845,Driver error,10/23/2018,Auto,No,Material only,,1.0,No
858,14102754,13926634,Other causes,10/03/2018,Auto,No,Material only,$2610.5,3.0,Yes
859,44965194,18307355,Other causes,02/15/2018,Auto,Yes,Material and injury,$34210,1.0,No
860,14547597,50436220,Other driver error,02/02/2018,Auto,Unknown,Material and injury,$34530,1.0,No
861,78381090,66353946,Other driver error,01/20/2018,Auto,Unknown,Material and injury,$26890,1.0,No
862,15294101,39881716,Other driver error,01/26/2018,Auto,Unknown,Injury only,$28040,2.0,No
863,68295218,28239393,Other driver error,10/23/2018,Auto,No,Material only,$1230,4.0,No
864,99688746,5237129,Driver error,06/17/2018,Auto,Unknown,Injury only,$19750,5.0,No
865,60574108,19521118,Crime,10/17/2017,Auto,No,Material only,$1380,1.0,No
866,1897779,14892213,Other driver error,01/21/2017,Auto,No,Material only,$2010,5.0,No
867,41282358,53442249,Other causes,02/23/2017,Auto,No,Material only,$1495,1.0,Yes
868,11175466,45971331,Natural causes,01/20/2018,Auto,Unknown,Injury only,$32730,1.0,No
869,12295612,79889146,Natural causes,04/24/2018,Auto,No,Material only,$2587.5,3.0,Yes
870,64295975,21774335,Natural causes,09/06/2018,Auto,No,Material only,,1.0,No
871,51489109,66284489,Other driver error,03/09/2017,Auto,No,Material only,$1630,4.0,No
872,29515311,72488905,Other causes,11/06/2017,Auto,Unknown,Injury only,$26300,1.0,No
873,60583331,93910149,Crime,05/21/2018,Auto,No,Material only,$1960,1.0,No
874,32759962,77116501,Other driver error,09/27/2017,Auto,Unknown,Injury only,$20490,7.0,No
875,68432724,95822358,Other driver error,02/22/2018,Auto,Unknown,Injury only,$16479.5,1.0,Yes
876,56479721,54699348,Natural causes,11/27/2017,Home,Unknown,Material only,$1980,3.0,No
877,15618827,96496046,Driver error,02/15/2018,Auto,No,Injury only,,1.0,No
878,39893971,73869005,Other driver error,08/18/2017,Auto,No,Material only,$2100,3.0,No
879,31031965,83827717,Natural causes,09/27/2017,Auto,Unknown,Material only,$2290,1.0,No
880,73781214,55401227,Natural causes,10/31/2017,Auto,Unknown,Material only,$1190,1.0,No
881,73470467,80295008,Other causes,01/20/2018,Auto,Unknown,Injury only,$21600,1.0,No
882,75509840,28820055,Other causes,10/04/2017,Auto,No,Material only,$1260,1.0,No
883,94747735,93455439,Natural causes,04/24/2018,Home,No,Material only,$2219.5,1.0,Yes
884,37998905,19478893,Natural causes,01/14/2017,Auto,No,Material only,$1910,1.0,No
885,27093779,45419022,Other causes,05/07/2018,Auto,Unknown,Material only,$1690,3.0,No
886,72563310,49583926,Other causes,04/25/2017,Auto,Unknown,Material and injury,$15750,1.0,No
887,3877364,72296323,Driver error,07/07/2018,Home,Unknown,Material only,$2110,1.0,No
888,77526829,10149231,Other causes,04/24/2018,Auto,Unknown,Material and injury,$34780,3.0,No
889,50804841,93009704,Driver error,10/03/2018,Auto,Unknown,Material only,$1900,5.0,No
890,93323222,60987956,Other driver error,05/22/2017,Auto,No,Injury only,$36500,1.0,No
891,56764164,68709394,Other driver error,01/14/2017,Auto,No,Material and injury,$36860,4.0,No
892,60095092,27878628,Crime,04/17/2018,Auto,No,Material only,$2277,1.0,Yes
893,4607758,90085898,Natural causes,10/03/2018,Auto,No,Material only,$3116.5,1.0,Yes
894,11581354,56098966,Driver error,02/09/2018,Auto,No,Material only,$2360,3.0,No
895,8299275,69317965,Driver error,06/11/2017,Auto,No,Material and injury,$30340,1.0,No
896,77574216,81968615,Natural causes,07/15/2017,Auto,No,Material and injury,$23420,1.0,No
897,84713547,83223514,Other driver error,05/14/2018,Auto,Yes,Injury only,$30400,1.0,No
898,4812972,78341228,Natural causes,09/12/2018,Auto,Unknown,Material only,$2090,1.0,No
899,34508507,41462913,Other driver error,02/17/2017,Auto,Unknown,Material and injury,$29740,1.0,No
900,11448070,80905889,Other driver error,05/02/2017,Auto,No,Material only,$1680,1.0,No
901,88944238,93822307,Natural causes,12/30/2017,Auto,No,Material only,$2940,1.0,No
902,92066571,4889449,Other driver error,03/09/2017,Auto,No,Material only,$1207.5,1.0,Yes
903,18265792,98199694,Driver error,04/05/2017,Auto,No,Material and injury,$22540,1.0,No
904,57389964,50460892,Other driver error,02/15/2018,Auto,No,Injury only,$31740,2.0,No
905,42280334,42664554,Other causes,01/01/2017,Auto,No,Injury only,$27670,1.0,No
906,81995072,94943525,Driver error,08/30/2018,Auto,No,Material and injury,$44470.5,2.0,Yes
907,24456983,45434540,Natural causes,01/13/2018,Auto,No,Material only,$2000,1.0,No
908,64240245,88544496,Other causes,03/21/2018,Auto,Yes,Material only,$2810,3.0,No
909,95800760,36544565,Other driver error,05/21/2018,Auto,Unknown,Material and injury,$27330,3.0,No
910,1627727,90234480,Other causes,06/11/2017,Auto,No,Material only,$2670,1.0,No
911,25730111,40801256,Driver error,02/23/2017,Auto,Yes,Material and injury,$26250,1.0,No
912,70350962,67052896,Driver error,04/17/2018,Auto,Unknown,Material and injury,$14690,1.0,No
913,13820212,15323667,Driver error,10/09/2018,Auto,Unknown,Injury only,$15270,4.0,No
914,86202352,67070056,Other causes,02/03/2017,Auto,No,Material only,$2770,1.0,No
915,60062359,20607084,Other driver error,01/13/2018,Auto,No,Injury only,$37400,1.0,No
916,84492004,86886743,Other causes,06/04/2017,Home,No,Injury only,,1.0,No
917,87291535,52995625,Other causes,04/05/2017,Auto,No,Material only,$2310,1.0,No
918,1342627,63137507,Driver error,10/10/2017,Auto,No,Material only,$3323.5,1.0,Yes
919,23693541,56250763,Other causes,04/12/2017,Auto,No,Material only,$1570,1.0,No
920,84040371,35593972,Other causes,02/09/2018,Home,No,Material only,$1530,1.0,No
921,16259239,86820732,Natural causes,08/24/2017,Auto,Unknown,Material only,$1090,1.0,No
922,91473446,45113346,Other causes,04/18/2017,Home,Unknown,Material only,$1750,1.0,No
923,39454053,54668401,Natural causes,01/20/2018,Auto,No,Material only,$2140,1.0,No
924,66931197,80002521,Natural causes,05/15/2017,Auto,No,Material only,,3.0,No
925,15719219,14664886,Other causes,08/24/2017,Auto,No,Material only,$2730,1.0,No
926,7136079,29903212,Driver error,06/17/2018,Auto,No,Material only,$2668,2.0,Yes
927,61933109,95628948,Driver error,07/14/2018,Auto,Yes,Injury only,$21160,1.0,No
928,54131824,39497409,Other driver error,03/01/2018,Auto,Unknown,Injury only,$32867,3.0,Yes
929,21146312,77006226,Driver error,02/15/2018,Auto,No,Material only,$2930,1.0,No
930,48945235,23252820,Other causes,10/04/2017,Auto,Unknown,Material only,$2560,1.0,No
931,28439096,96116969,Natural causes,01/20/2018,Auto,No,Material only,$2420,1.0,No
932,33479837,46076664,Driver error,06/17/2018,Auto,Unknown,Material only,$1690,1.0,No
933,93697901,91322083,Other causes,05/15/2017,Auto,Unknown,Material and injury,$17370,3.0,No
934,56728149,34414080,Other causes,10/16/2018,Auto,No,Injury only,$13090,1.0,No
935,10494374,87607433,Driver error,01/20/2018,Auto,Yes,Material and injury,$33620,1.0,No
936,22960702,99892000,Driver error,11/13/2017,Auto,No,Material only,$2415,2.0,Yes
937,7299594,74633480,Other causes,12/30/2017,Auto,Yes,Material only,$2790,3.0,No
938,57309481,16859101,Other driver error,04/18/2017,Auto,Unknown,Material only,$1970,5.0,No
